experiment,sigma,rep,data_hash,khat,rem2_mean,rem2_p,ub_cert,true_gap
coverage_indep,3.0,29,90fdae976212bc756501d3ce5ecdaea7f4911b16e1ac34f5d7ba07c2604ab46a,3,0.0014739041367027085,0.0021486435951812988,,0.0017164157815159598
coverage_indep,3.0,30,68e83d9d765366b44d7f9cba0fa6f340d2bfa7888b1c2809401f928227aeef6c,3,0.002956969988895741,0.00032060106402309607,,0.0017164157815159598
coverage_indep,3.0,31,af5e983a98930c578b01350e201ab7d3f2568135ef6ea76ee5cbee0f441a2f6a,3,0.002095494284176802,0.003465154261447556,,0.0017164157815159598
coverage_indep,3.0,32,587b0296a18fd6c606243c1ace166563fa103c4872bd37ae687b35b49f9dd989,3,0.0014115938433898133,0.01160829268610275,,0.0017164157815159598
coverage_indep,3.0,33,0105ccf1178ec86c09207cbf786f9d69a76ddbeeae3e1c46732769def1e32bd3,3,0.0009773767767781495,0.010993717966696348,,0.0017164157815159598
coverage_indep,3.0,34,7a71fe9b2a366c3988f00c0413c4aaf066802d71281312eb2d8ebd4260515e6e,2,0.001144162798530779,0.1506932768126399,0.003261868302216527,0.0017164157815159598
coverage_indep,3.0,35,8cf419c12f55f8e954793c916b3a006ce66e3c031eb8c8adce595a59489f2a70,3,0.0010773602571158114,0.027943870946710025,,0.0017164157815159598
coverage_indep,3.0,36,1041b3d9e32b0086ef1b5b76c1ae7d4062037efc6a7e01311b60928161961262,3,0.0027677746634874436,0.0010039816717881678,,0.0017164157815159598
coverage_indep,3.0,37,fce3b7ba135012823e11211b21989e5a6e0f6bb085e04ff5801b8678fa4d4c3f,2,0.0009559002731681865,0.08473313786986325,0.002336740868584946,0.0017164157815159598
coverage_indep,3.0,38,0dfe8668c5d86792136ae94265aa9cdd6a73a1a06f6398ca190aa88306678592,3,0.00156960686926485,0.008875212900746998,,0.0017164157815159598
coverage_indep,3.0,39,3d16135d7554a4d19a3284f0770a9df0a7cbfba599e4906367a72460b5745ee6,2,0.0007426812182097619,0.14348122821624254,0.00215296854496155,0.0017164157815159598
coverage_indep,3.0,40,0e9a6dd27badae0360cd1df629144d3991bd5f83d8043ccec355632d7f367b2f,3,0.0017628146996719219,0.0024447002029254206,,0.0017164157815159598
coverage_indep,3.0,41,7a041267004e3ad0c2812275a10ec922879473feb23b8889fd1d8ec336bfa064,3,0.0016303810420040144,0.025215858258086254,,0.0017164157815159598
coverage_indep,3.0,42,d2d346fddcb7bc01e5b8b93518a4caa3ebbba85fad16e42310fca5af9ea47e06,3,0.0018625695561485856,0.007033515762724485,,0.0017164157815159598
coverage_indep,3.0,43,b9ed1933baea3b49754b0e33dd1a3fe6ca291ccfd4cda14a8d0eb6a8f0847046,3,0.001460005412517773,0.0018828026580747226,,0.0017164157815159598
coverage_indep,3.0,44,39c01478c33a02730f0bde863425e14598b2548fbb20b50b9d5e37a098fab47f,2,0.00011627613235157819,0.42311804886255133,0.0013928540815823453,0.0017164157815159598
coverage_indep,3.0,45,81b61375dc02d5946a21b6f61efcbb7da3a6f21be7bcc6cdeda7c758001ec7df,3,0.0012925867856983797,0.00986249070633416,,0.0017164157815159598
