experiment,dgp,dependence,sigma,rep,true_order,khat_bspline,khat_poly,rem1_p_bspline,rem2_p_bspline
bspline_basis,o3mix,indep,0.0,5,3,3,3,0.0,8.77486971972985e-12
bspline_basis,o3mix,indep,0.0,6,3,3,3,0.0,1.5424456210055837e-06
bspline_basis,o3mix,indep,0.0,7,3,3,3,0.0,1.8771295628994267e-09
bspline_basis,o3mix,indep,0.0,8,3,3,3,0.0,6.08253447609286e-11
bspline_basis,o3mix,indep,0.0,9,3,3,3,0.0,3.871802878308017e-11
bspline_basis,o3mix,indep,0.0,10,3,3,3,0.0,2.7047697415127914e-10
bspline_basis,o3mix,indep,0.0,11,3,3,3,0.0,1.3201839677012828e-07
bspline_basis,o3mix,indep,0.0,12,3,3,3,4.440892098500626e-16,0.02563574823886261
bspline_basis,o3mix,indep,0.0,13,3,3,3,0.0,3.65374397404139e-13
bspline_basis,o3mix,indep,0.0,14,3,3,3,0.0,2.957183387053419e-10
bspline_basis,o3mix,indep,0.0,15,3,3,3,0.0,2.002230825581819e-09
bspline_basis,o3mix,indep,0.0,16,3,3,3,0.0,2.4786839247781245e-12
bspline_basis,o3mix,indep,0.0,17,3,3,3,0.0,1.412249173160518e-08
bspline_basis,o3mix,indep,0.0,18,3,3,3,0.0,2.0049739646310627e-11
bspline_basis,o3mix,indep,0.0,19,3,3,3,0.0,3.928852354562196e-09
bspline_basis,o3mix,indep,0.5,0,3,3,3,2.220446049250313e-16,3.0175510978835973e-09
bspline_basis,o3mix,indep,0.5,1,3,3,3,3.3306690738754696e-16,3.694300421130947e-11
bspline_basis,o3mix,indep,0.5,2,3,3,3,2.220446049250313e-16,5.547562409446982e-12
bspline_basis,o3mix,indep,0.5,3,3,3,3,1.2212453270876722e-15,8.385514504993807e-12
bspline_basis,o3mix,indep,0.5,4,3,3,3,0.0,1.384717895902554e-10
bspline_basis,o3mix,indep,0.5,5,3,3,3,7.771561172376096e-16,1.510436220542033e-11
bspline_basis,o3mix,indep,0.5,6,3,3,3,6.661338147750939e-16,5.526708424241633e-09
bspline_basis,o3mix,indep,0.5,7,3,3,3,1.1102230246251565e-16,5.92303983637521e-13
bspline_basis,o3mix,indep,0.5,8,3,3,3,2.0469809736134437e-08,0.004081954152347245
bspline_basis,o3mix,indep,0.5,9,3,3,3,1.1102230246251565e-16,1.0843670406046613e-10
bspline_basis,o3mix,indep,0.5,10,3,3,3,1.1102230246251565e-16,1.152380191271618e-09
bspline_basis,o3mix,indep,0.5,11,3,3,3,6.661338147750939e-16,8.038014698286133e-12
bspline_basis,o3mix,indep,0.5,12,3,3,3,0.0,1.0745859757577136e-10
bspline_basis,o3mix,indep,0.5,13,3,3,3,0.0,9.622013186216805e-10
bspline_basis,o3mix,indep,0.5,14,3,3,3,2.220446049250313e-16,7.515599254048766e-11
bspline_basis,o3mix,indep,0.5,15,3,3,3,1.1102230246251565e-16,1.6555090631698022e-11
bspline_basis,o3mix,indep,0.5,16,3,3,3,3.3306690738754696e-16,7.64075469561476e-10
bspline_basis,o3mix,indep,0.5,17,3,3,3,1.1102230246251565e-16,2.1462598365218355e-10
bspline_basis,o3mix,indep,0.5,18,3,3,3,1.1102230246251565e-16,3.8115910427904964e-10
bspline_basis,o3mix,indep,0.5,19,3,3,3,2.220446049250313e-16,7.481270047904331e-10
bspline_basis,o3mix,pair0.9,0.0,0,3,3,3,1.1102230246251565e-16,1.5025475874619332e-07
bspline_basis,o3mix,pair0.9,0.0,1,3,3,3,3.3306690738754696e-16,4.5567647988242754e-08
bspline_basis,o3mix,pair0.9,0.0,2,3,3,3,3.774758283725532e-15,6.791424267404977e-08
bspline_basis,o3mix,pair0.9,0.0,3,3,3,3,2.220446049250313e-16,0.00025343282290779534
bspline_basis,o3mix,pair0.9,0.0,4,3,3,3,6.049605261182478e-13,2.6909174444256223e-08
bspline_basis,o3mix,pair0.9,0.0,5,3,3,3,3.1086244689504383e-15,1.055902982827206e-07
bspline_basis,o3mix,pair0.9,0.0,6,3,3,3,4.225508831723346e-13,6.296648186188136e-07
bspline_basis,o3mix,pair0.9,0.0,7,3,3,3,1.1102230246251565e-16,7.736376149702906e-07
bspline_basis,o3mix,pair0.9,0.0,8,3,3,3,6.5503158452884236e-15,3.6868952814073097e-06
bspline_basis,o3mix,pair0.9,0.0,9,3,3,3,6.106226635438361e-15,1.0513573674986176e-06
bspline_basis,o3mix,pair0.9,0.0,10,3,3,3,3.2529534621517087e-14,1.1927591914151492e-07
bspline_basis,o3mix,pair0.9,0.0,11,3,3,3,2.2648549702353193e-14,2.2973380198187954e-08
bspline_basis,o3mix,pair0.9,0.0,12,3,3,3,4.884981308350689e-15,2.9851982574768954e-07
bspline_basis,o3mix,pair0.9,0.0,13,3,3,3,6.946665465079604e-13,2.4744321924785595e-08
bspline_basis,o3mix,pair0.9,0.0,14,3,3,3,1.503241975342462e-13,7.375196053871491e-08
