experiment,dgp,dependence,sigma,rep,true_order,khat,rem1_p,rem2_p,rem3_p,ub_cert
ksweep_k4,o3,pair0.5,0.0,18,3,3,7.019940184704865e-13,5.9563165510923e-10,1.0,0.0
ksweep_k4,o3,pair0.5,0.0,19,3,3,1.6924239787385886e-12,1.4563351524721213e-08,1.0,0.0
ksweep_k4,o3,pair0.5,0.5,0,3,3,1.1680650890966149e-09,4.496316874380568e-09,0.7490092779928457,2.4559172847332577e-05
ksweep_k4,o3,pair0.5,0.5,1,3,3,1.2279066652354231e-13,1.117045789200688e-09,0.8745286488346808,1.4685340168119209e-05
ksweep_k4,o3,pair0.5,0.5,2,3,3,1.574962382733247e-11,1.746537925395586e-08,0.3691130440992789,6.508436550760327e-05
ksweep_k4,o3,pair0.5,0.5,3,3,3,1.4210854715202004e-14,2.7952109782347634e-07,0.6319616967920908,4.526051108983351e-05
ksweep_k4,o3,pair0.5,0.5,4,3,3,2.462474668618597e-13,1.2120915382496378e-10,0.4855001201903586,6.339489781741678e-05
ksweep_k4,o3,pair0.5,0.5,5,3,3,4.584888024794509e-12,4.6795940455979235e-09,0.8179159140631272,2.279070131384916e-05
ksweep_k4,o3,pair0.5,0.5,6,3,3,9.805989353850464e-11,2.667256859822942e-09,0.8518431136173268,1.7399103904116726e-05
ksweep_k4,o3,pair0.5,0.5,7,3,3,1.0078049506034858e-11,1.6287450355090272e-07,0.2988797417905493,4.163559049191313e-05
ksweep_k4,o3,pair0.5,0.5,8,3,3,3.7306824296479135e-12,2.5170077133651603e-10,0.745581247979864,4.30398518021594e-05
ksweep_k4,o3,pair0.5,0.5,9,3,3,1.6418755244274053e-11,5.497167165913197e-10,0.7955761904138196,1.8020742207999284e-05
ksweep_k4,o3,pair0.5,0.5,10,3,3,9.577005855021525e-12,3.2128960603117207e-09,0.500698288041465,4.1327824912894136e-05
ksweep_k4,o3,pair0.5,0.5,11,3,3,6.739275804079625e-12,2.2531286236748826e-07,0.851700874866353,8.513633559200297e-06
ksweep_k4,o3,pair0.5,0.5,12,3,3,2.1914646763931955e-09,6.20862028455349e-10,0.6766121787517907,1.1498374805857663e-05
ksweep_k4,o3,pair0.5,0.5,13,3,3,7.069789198510534e-12,1.3362198347799392e-08,0.9151969116378028,7.783809890121899e-06
ksweep_k4,o3,pair0.5,0.5,14,3,3,1.2872480859016378e-10,5.516271883720947e-10,0.321268954841201,5.175989278822036e-05
ksweep_k4,o3,pair0.5,0.5,15,3,3,3.402411685726747e-11,1.0667370098360607e-08,0.7518516207945383,1.9880706656491968e-05
ksweep_k4,o3,pair0.5,0.5,16,3,3,1.3532730491760958e-11,1.6265027102946306e-09,0.6944311704869451,3.553838433794116e-05
ksweep_k4,o3,pair0.5,0.5,17,3,3,1.502098445627098e-11,1.4774611534207338e-09,0.8174354134896564,1.249736446146982e-05
ksweep_k4,o3,pair0.5,0.5,18,3,3,6.092970572524337e-11,1.096816637513598e-08,0.5304239576799765,8.669918461342988e-05
ksweep_k4,o3,pair0.5,0.5,19,3,3,4.970468481246826e-13,7.56850431216094e-08,0.7537904658436272,2.1149919259520938e-05
ksweep_k4,o4,indep,0.0,0,4,4,0.0,4.263256414560601e-14,1.1812884004314128e-11,
ksweep_k4,o4,indep,0.0,1,4,4,0.0,3.219646771412954e-15,2.7680080449954403e-12,
ksweep_k4,o4,indep,0.0,2,4,4,0.0,1.2434497875801753e-14,1.694200335577989e-13,
ksweep_k4,o4,indep,0.0,3,4,4,0.0,1.1040057756872557e-12,7.753586661607414e-11,
ksweep_k4,o4,indep,0.0,4,4,4,0.0,1.230904267401911e-12,5.361888710808671e-11,
ksweep_k4,o4,indep,0.0,5,4,4,0.0,1.6509016376176078e-13,1.189726095418564e-11,
ksweep_k4,o4,indep,0.0,6,4,4,0.0,3.552713678800501e-15,7.913114608015803e-12,
ksweep_k4,o4,indep,0.0,7,4,4,0.0,5.4289905904170155e-14,3.255949954095172e-10,
ksweep_k4,o4,indep,0.0,8,4,4,0.0,2.19824158875781e-14,8.104628079763643e-15,
ksweep_k4,o4,indep,0.0,9,4,4,0.0,2.142730437526552e-13,6.698752663680807e-12,
ksweep_k4,o4,indep,0.0,10,4,4,0.0,7.216449660063518e-15,1.5054624213917123e-13,
ksweep_k4,o4,indep,0.0,11,4,4,2.220446049250313e-16,9.255807231767221e-11,5.558905558089577e-10,
ksweep_k4,o4,indep,0.0,12,4,4,0.0,1.8278267788218727e-11,6.039213573671987e-11,
ksweep_k4,o4,indep,0.0,13,4,4,0.0,2.220446049250313e-16,3.356204203441848e-13,
ksweep_k4,o4,indep,0.0,14,4,4,0.0,2.7533531010703882e-14,5.8970606175989815e-12,
ksweep_k4,o4,indep,0.0,15,4,4,0.0,8.305467424918334e-12,1.9665424844106383e-10,
ksweep_k4,o4,indep,0.0,16,4,4,6.661338147750939e-16,1.5520917884259688e-13,1.72335590242767e-10,
ksweep_k4,o4,indep,0.0,17,4,4,1.3322676295501878e-15,1.4172440998549973e-11,2.5286439608862565e-12,
ksweep_k4,o4,indep,0.0,18,4,4,0.0,4.3415038231131575e-10,4.658236574250907e-09,
ksweep_k4,o4,indep,0.0,19,4,4,0.0,3.818279026290838e-12,4.458222679915025e-11,
ksweep_k4,o4,indep,0.5,0,4,4,7.648326416642703e-13,3.906874823655926e-13,1.4929835145949255e-11,
ksweep_k4,o4,indep,0.5,1,4,4,9.2148511043888e-15,5.863864949162689e-12,1.0022449536961631e-10,
ksweep_k4,o4,indep,0.5,2,4,4,3.3306690738754696e-16,1.1213252548714081e-14,5.184741524999481e-14,
ksweep_k4,o4,indep,0.5,3,4,4,3.3306690738754696e-16,1.0673240069536405e-11,1.621824896602675e-11,
ksweep_k4,o4,indep,0.5,4,4,4,9.181544413650045e-14,2.0026202918188574e-12,8.422007535813236e-11,
ksweep_k4,o4,indep,0.5,5,4,4,1.602051824534101e-13,1.3433809620266857e-11,2.4438229218048946e-12,
ksweep_k4,o4,indep,0.5,6,4,4,9.880984919163893e-15,6.0285110237146e-14,6.534217611431359e-12,
ksweep_k4,o4,indep,0.5,7,4,4,4.107825191113079e-15,1.002864458143904e-12,5.4083404421589876e-12,
ksweep_k4,o4,indep,0.5,8,4,4,1.3522516439934407e-13,7.94031507211912e-13,4.604708836453142e-10,
ksweep_k4,o4,indep,0.5,9,4,4,2.0393575717037038e-11,1.5051293544843247e-12,4.0535130807484165e-11,
ksweep_k4,o4,indep,0.5,10,4,4,4.3298697960381105e-15,4.93050045236032e-13,1.6184942275287995e-11,
ksweep_k4,o4,indep,0.5,11,4,4,0.0,8.637535131583718e-13,3.980005214287985e-11,
ksweep_k4,o4,indep,0.5,12,4,4,5.440092820663267e-14,5.321187934725913e-12,3.3981573110963836e-10,
ksweep_k4,o4,indep,0.5,13,4,4,8.593126210598712e-14,1.0951239914902544e-12,1.4299006423357241e-11,
ksweep_k4,o4,indep,0.5,14,4,4,1.7763568394002505e-15,2.4091839634365897e-14,1.7763568394002505e-15,
ksweep_k4,o4,indep,0.5,15,4,4,4.951594689828198e-14,4.5632386758143184e-12,9.416911694870578e-13,
ksweep_k4,o4,indep,0.5,16,4,4,5.551115123125783e-15,5.027311900107634e-12,1.0361822511129049e-11,
ksweep_k4,o4,indep,0.5,17,4,4,9.14823772291129e-14,2.8754776337791554e-13,2.096511853011407e-11,
ksweep_k4,o4,indep,0.5,18,4,4,6.702050026063944e-11,6.2441163350968054e-12,7.700173831892698e-12,
ksweep_k4,o4,indep,0.5,19,4,4,3.3306690738754696e-15,2.5834889783027393e-13,6.463951596202833e-11,
ksweep_k4,o4,pair0.5,0.0,0,4,4,0.0,3.0309088572266774e-14,2.2211963712770455e-08,
ksweep_k4,o4,pair0.5,0.0,1,4,4,1.1102230246251565e-16,4.3298697960381105e-14,4.7074586451145706e-09,
ksweep_k4,o4,pair0.5,0.0,2,4,4,0.0,1.3803402865164571e-12,3.625241107307886e-08,
ksweep_k4,o4,pair0.5,0.0,3,4,4,0.0,3.4819924721318785e-12,3.2611050924113982e-06,
ksweep_k4,o4,pair0.5,0.0,4,4,4,1.6486811915683575e-13,9.518340560177307e-10,6.835450373876562e-05,
ksweep_k4,o4,pair0.5,0.0,5,4,4,0.0,8.72413252750448e-13,3.9971523868587155e-09,
ksweep_k4,o4,pair0.5,0.0,6,4,4,0.0,4.107165718636452e-10,2.52406994083465e-07,
ksweep_k4,o4,pair0.5,0.0,7,4,4,6.727951529228449e-14,2.7255975254547593e-13,3.480928861820942e-06,
ksweep_k4,o4,pair0.5,0.0,8,4,4,0.0,1.48956402767908e-11,2.5142168247338503e-07,
ksweep_k4,o4,pair0.5,0.0,9,4,4,8.804068585277491e-14,2.3204216326178084e-10,7.110409487864899e-07,
ksweep_k4,o4,pair0.5,0.0,10,4,4,1.1102230246251565e-16,4.29101199017623e-13,1.3942742616013248e-07,
ksweep_k4,o4,pair0.5,0.0,11,4,4,4.440892098500626e-16,2.066447346571465e-09,2.568406890945951e-06,
ksweep_k4,o4,pair0.5,0.0,12,4,4,4.218847493575595e-15,1.37813982448165e-10,7.1359023402495225e-06,
ksweep_k4,o4,pair0.5,0.0,13,4,4,0.0,2.0749624241034326e-11,6.47369710726764e-07,
ksweep_k4,o4,pair0.5,0.0,14,4,4,0.0,1.1746159600534156e-13,3.492095967949638e-08,
ksweep_k4,o4,pair0.5,0.0,15,4,4,0.0,5.4319992948137497e-11,6.390214457585586e-08,
ksweep_k4,o4,pair0.5,0.0,16,4,4,3.863576125695545e-14,2.491180595143305e-10,2.2840976610094543e-06,
ksweep_k4,o4,pair0.5,0.0,17,4,4,0.0,4.115707774587918e-12,7.782383426579997e-08,
ksweep_k4,o4,pair0.5,0.0,18,4,4,0.0,1.7038592758922277e-12,2.9110061250392505e-08,
ksweep_k4,o4,pair0.5,0.0,19,4,4,0.0,1.6415757642107565e-12,2.4106999817474772e-06,
ksweep_k4,o4,pair0.5,0.5,0,4,4,7.549516567451064e-15,1.6720402840064708e-11,3.6181957547842813e-06,
ksweep_k4,o4,pair0.5,0.5,1,4,4,3.275157922644212e-14,2.0197488126427743e-10,2.42249326276589e-06,
ksweep_k4,o4,pair0.5,0.5,2,4,4,4.440892098500626e-16,5.808686864838819e-12,1.795634951839986e-08,
ksweep_k4,o4,pair0.5,0.5,3,4,4,4.241051954068098e-14,9.310618942492965e-11,7.165983508805596e-07,
ksweep_k4,o4,pair0.5,0.5,4,4,4,7.771561172376096e-15,7.16093850883226e-14,1.1748653007126464e-06,
ksweep_k4,o4,pair0.5,0.5,5,4,4,3.697042672001771e-14,8.862910405582625e-12,5.366522101812876e-06,
ksweep_k4,o4,pair0.5,0.5,6,4,4,1.5654144647214707e-13,1.1403322730529908e-10,2.95252366444565e-07,
ksweep_k4,o4,pair0.5,0.5,7,4,4,4.773959005888173e-15,4.875511105950636e-10,2.027789673064717e-06,
ksweep_k4,o4,pair0.5,0.5,8,4,4,2.886579864025407e-15,2.035038804137912e-12,1.212262110783513e-05,
ksweep_k4,o4,pair0.5,0.5,9,4,4,8.326672684688674e-15,1.308397834520747e-12,1.8123868072983385e-07,
ksweep_k4,o4,pair0.5,0.5,10,4,4,1.7996715229173788e-12,5.746758624525228e-11,1.010678087109973e-05,
ksweep_k4,o4,pair0.5,0.5,11,4,4,2.275957200481571e-14,2.0875408068832257e-09,5.426818028286817e-06,
ksweep_k4,o4,pair0.5,0.5,12,4,4,2.7755575615628914e-13,3.4488523148468175e-11,1.3525808896241998e-06,
ksweep_k4,o4,pair0.5,0.5,13,4,4,2.433608869978343e-13,1.4366918765773562e-10,8.609855279728684e-06,
ksweep_k4,o4,pair0.5,0.5,14,4,4,2.0095036745715333e-14,2.1589396936860794e-12,7.851672600978077e-08,
ksweep_k4,o4,pair0.5,0.5,15,4,4,0.0,2.250977182427505e-12,5.779504630432086e-08,
ksweep_k4,o4,pair0.5,0.5,16,4,4,8.43769498715119e-15,1.2891687717342393e-11,2.1769058962117782e-06,
ksweep_k4,o4,pair0.5,0.5,17,4,4,6.17284001691587e-14,9.211742479919849e-12,1.5369575712131933e-07,
ksweep_k4,o4,pair0.5,0.5,18,4,4,1.4832579608992091e-13,2.156008704901069e-11,4.30757484126687e-08,
ksweep_k4,o4,pair0.5,0.5,19,4,4,1.142419492339286e-13,3.5254105190674068e-09,1.095791913430233e-06,
ksweep_k4,o4mix,indep,0.0,0,4,4,9.370282327836321e-14,1.3759327011086953e-11,4.0276559865048966e-11,
ksweep_k4,o4mix,indep,0.0,1,4,4,3.287703442822476e-12,1.7365805904390186e-08,1.1561218649092098e-08,
ksweep_k4,o4mix,indep,0.0,2,4,4,7.454037387333301e-13,2.45928233333359e-09,3.675331966546125e-07,
ksweep_k4,o4mix,indep,0.0,3,4,4,4.3498538104813633e-13,9.159766445332451e-08,3.1296800262481383e-07,
ksweep_k4,o4mix,indep,0.0,4,4,4,9.801048861390882e-13,1.419543371738996e-10,6.061955382108408e-10,
ksweep_k4,o4mix,indep,0.0,5,4,4,3.5784708529718046e-12,7.373079924377635e-11,2.487177130916507e-10,
ksweep_k4,o4mix,indep,0.0,6,4,4,1.4788170688007085e-13,6.122469198288627e-11,2.2109758468502605e-11,
ksweep_k4,o4mix,indep,0.0,7,4,4,9.880984919163893e-15,3.9093939196988003e-10,1.504015134656811e-09,
ksweep_k4,o4mix,indep,0.0,8,4,4,7.538414337204813e-14,4.073243964342055e-10,4.678687437476015e-10,
ksweep_k4,o4mix,indep,0.0,9,4,4,9.547918011776346e-15,3.1818991885756986e-13,2.3135937610163637e-12,
ksweep_k4,o4mix,indep,0.0,10,4,4,7.535083668130937e-13,2.0678039724941755e-08,1.0426763008553053e-08,
ksweep_k4,o4mix,indep,0.0,11,4,4,1.4492851363456793e-12,1.4101539935751362e-09,3.684218485844326e-10,
ksweep_k4,o4mix,indep,0.0,12,4,4,3.0585534105398438e-12,1.33486777187386e-09,2.456518766180693e-09,
ksweep_k4,o4mix,indep,0.0,13,4,4,2.115674302416437e-11,7.467224616419799e-10,5.356466714623309e-09,
ksweep_k4,o4mix,indep,0.0,14,4,4,9.857670235646765e-13,4.2876813211023546e-13,1.5687340315651e-11,
ksweep_k4,o4mix,indep,0.0,15,4,4,1.2220224832049098e-12,1.8334213036652613e-09,9.328642081030125e-09,
ksweep_k4,o4mix,indep,0.0,16,4,4,6.63358257213531e-13,4.95012364432057e-10,1.0357692481477443e-10,
ksweep_k4,o4mix,indep,0.0,17,4,4,5.4511950509095186e-14,8.125697892324979e-10,1.4014018834274111e-09,
ksweep_k4,o4mix,indep,0.0,18,4,4,2.6645352591003757e-15,3.2130454963308352e-09,6.207551139780776e-10,
ksweep_k4,o4mix,indep,0.0,19,4,4,5.248024237403115e-13,6.344382019740635e-09,2.1195118993233564e-09,
ksweep_k4,o4mix,indep,0.5,0,4,4,2.6026958366287545e-12,3.999741948756963e-08,2.4286048727617526e-08,
ksweep_k4,o4mix,indep,0.5,1,4,4,6.283862319378386e-14,1.6028198657203063e-08,1.4105490997451398e-08,
ksweep_k4,o4mix,indep,0.5,2,4,4,1.270095140171179e-12,2.1291295060343884e-08,4.2221055429614296e-08,
ksweep_k4,o4mix,indep,0.5,3,4,4,1.2678635918916825e-11,5.122966384440986e-09,4.264935071773834e-09,
ksweep_k4,o4mix,indep,0.5,4,4,4,2.403632848313464e-13,1.0652977278091669e-08,2.098491358459853e-08,
ksweep_k4,o4mix,indep,0.5,5,4,4,3.1693536683974344e-12,1.8108294863594665e-09,8.146599617120387e-09,
ksweep_k4,o4mix,indep,0.5,6,4,4,5.784261958297066e-14,3.2043850128893325e-08,2.8738659785254583e-08,
ksweep_k4,o4mix,indep,0.5,7,4,4,2.1094237467877974e-14,1.8089196807125063e-11,2.723083980527008e-10,
ksweep_k4,o4mix,indep,0.5,8,4,4,1.5543122344752192e-15,3.1626469221279763e-09,6.13510708902254e-09,
ksweep_k4,o4mix,indep,0.5,9,4,4,1.0680345496894006e-13,4.6397607977866073e-10,1.6977489414315983e-09,
ksweep_k4,o4mix,indep,0.5,10,4,4,1.798761140037186e-11,5.1850686300092264e-08,3.2115026527002044e-08,
ksweep_k4,o4mix,indep,0.5,11,4,4,1.8307577676068831e-13,5.718303608404085e-11,3.258382452742126e-11,
ksweep_k4,o4mix,indep,0.5,12,4,4,2.4558133304708463e-13,5.5306862423165626e-09,1.3528945075336196e-08,
ksweep_k4,o4mix,indep,0.5,13,4,4,4.568567746332519e-13,2.6047275447638185e-11,7.740841301284718e-11,
ksweep_k4,o4mix,indep,0.5,14,4,4,3.1458835536568586e-11,1.5227270555584482e-09,1.000759808356122e-09,
ksweep_k4,o4mix,indep,0.5,15,4,4,2.5779378631796135e-13,1.1716613013135202e-08,3.28481863931529e-08,
ksweep_k4,o4mix,indep,0.5,16,4,4,3.6193270602780103e-14,5.755358412073974e-10,1.3050085456711713e-09,
ksweep_k4,o4mix,indep,0.5,17,4,4,3.885780586188048e-15,1.0125267291272166e-10,2.9921775057673017e-09,
ksweep_k4,o4mix,indep,0.5,18,4,4,3.402833570476105e-13,3.201048404122275e-08,5.532524094409297e-08,
ksweep_k4,o4mix,indep,0.5,19,4,4,6.225131521375715e-12,4.345802606664506e-10,3.2408076222623095e-10,
ksweep_k4,o4mix,pair0.5,0.0,0,4,4,1.9048762567308586e-11,3.3637416518850216e-08,1.4563541990142426e-06,
ksweep_k4,o4mix,pair0.5,0.0,1,4,4,2.325917236589703e-13,3.501532397365281e-10,1.2795468062876125e-07,
ksweep_k4,o4mix,pair0.5,0.0,2,4,4,2.383648833870211e-13,4.920854834722377e-10,1.1102787023098415e-08,
ksweep_k4,o4mix,pair0.5,0.0,3,4,4,1.3089529460330596e-13,2.2195031590399594e-08,3.812880662090734e-06,
ksweep_k4,o4mix,pair0.5,0.0,4,4,4,3.198608045096307e-11,2.885522487616754e-09,1.7265513463371462e-09,
ksweep_k4,o4mix,pair0.5,0.0,5,4,4,6.740163982499325e-13,9.770350084536972e-10,3.424732359924576e-07,
ksweep_k4,o4mix,pair0.5,0.0,6,4,4,2.611244553918368e-13,3.4125621106717574e-08,1.592288018104071e-07,
ksweep_k4,o4mix,pair0.5,0.0,7,4,4,1.727651355309945e-11,3.3707081570355513e-09,1.0906100467167335e-09,
ksweep_k4,o4mix,pair0.5,0.0,8,4,4,1.3637646567588035e-11,9.640954701239934e-12,1.7183524059216637e-07,
ksweep_k4,o4mix,pair0.5,0.0,9,4,4,1.0436096431476471e-14,5.493538957068722e-11,1.5969159594675375e-07,
ksweep_k4,o4mix,pair0.5,0.0,10,4,4,9.891021335306505e-11,9.313237803176833e-08,9.530159472692645e-08,
ksweep_k4,o4mix,pair0.5,0.0,11,4,4,8.382183835919932e-14,1.9727171007843936e-09,9.263179245877495e-08,
ksweep_k4,o4mix,pair0.5,0.0,12,4,4,5.278000259067994e-13,8.1900661474954e-08,2.8497546655792405e-08,
ksweep_k4,o4mix,pair0.5,0.0,13,4,4,6.769029781139579e-13,1.1212570871776961e-09,7.693773824701822e-07,
ksweep_k4,o4mix,pair0.5,0.0,14,4,4,9.102385511994271e-12,6.282460107698284e-10,9.821301319656861e-06,
ksweep_k4,o4mix,pair0.5,0.0,15,4,4,6.6106009555255696e-12,2.1483940182420724e-08,1.8824873348366467e-05,
ksweep_k4,o4mix,pair0.5,0.0,16,4,4,5.64059909891057e-12,1.089290560229994e-05,1.3360974525755687e-05,
ksweep_k4,o4mix,pair0.5,0.0,17,4,4,3.220756994437579e-13,2.6308955014542335e-10,1.3963613487710802e-08,
ksweep_k4,o4mix,pair0.5,0.0,18,4,4,6.591949208711867e-12,6.409517139260856e-09,6.973797413434291e-06,
ksweep_k4,o4mix,pair0.5,0.0,19,4,4,2.353672812205332e-14,2.683185451601844e-09,7.92190918419422e-08,
ksweep_k4,o4mix,pair0.5,0.5,0,4,4,2.466915560717098e-13,1.9339311263522063e-09,1.1302795880685501e-05,
ksweep_k4,o4mix,pair0.5,0.5,1,4,4,4.94770890924201e-12,1.8778347765646686e-09,6.701752541804495e-08,
ksweep_k4,o4mix,pair0.5,0.5,2,4,4,6.544098596350523e-12,6.508151462192302e-09,8.936624076305577e-07,
ksweep_k4,o4mix,pair0.5,0.5,3,4,4,3.7405190056460924e-11,1.663676703289596e-06,4.1002255624089656e-07,
ksweep_k4,o4mix,pair0.5,0.5,4,4,4,2.3348989408589205e-11,5.012189663311517e-09,1.6199733887667378e-08,
ksweep_k4,o4mix,pair0.5,0.5,5,4,4,2.9753977059954195e-13,1.1221830131802335e-09,3.133670756216844e-08,
ksweep_k4,o4mix,pair0.5,0.5,6,4,4,2.6728619317850644e-12,1.4589052188540563e-10,4.0247319588182506e-08,
ksweep_k4,o4mix,pair0.5,0.5,7,4,4,5.511878731212505e-10,1.5151236443244898e-07,3.9637714221996134e-09,
ksweep_k4,o4mix,pair0.5,0.5,8,4,4,1.3564704914870163e-12,3.135374737617269e-09,6.0958824856793825e-06,
ksweep_k4,o4mix,pair0.5,0.5,9,4,4,6.581402089977928e-13,1.862376353134465e-08,1.2088838152735093e-08,
ksweep_k4,o4mix,pair0.5,0.5,10,4,4,6.301070776260076e-12,5.177191786387425e-09,1.0473667798605035e-06,
ksweep_k4,o4mix,pair0.5,0.5,11,4,4,5.359046539865631e-13,3.9939385132470306e-11,1.1036758951199488e-08,
ksweep_k4,o4mix,pair0.5,0.5,12,4,4,3.574474050083154e-11,3.475186804990926e-11,7.626880658140323e-07,
ksweep_k4,o4mix,pair0.5,0.5,13,4,4,8.193445921733655e-14,1.311485253729927e-09,3.242646706702601e-08,
ksweep_k4,o4mix,pair0.5,0.5,14,4,4,5.215938791991448e-12,3.576131502036617e-09,5.791620294459676e-09,
ksweep_k4,o4mix,pair0.5,0.5,15,4,4,5.029310301551959e-13,4.958289334666688e-11,4.789044827369082e-09,
ksweep_k4,o4mix,pair0.5,0.5,16,4,4,3.574252005478229e-12,7.340361651841931e-10,1.0300603225932292e-07,
ksweep_k4,o4mix,pair0.5,0.5,17,4,4,2.3869795029440866e-14,6.594685353356056e-09,4.5056519515362936e-08,
ksweep_k4,o4mix,pair0.5,0.5,18,4,4,5.980771433655718e-13,1.6772332411818525e-09,6.900031546130947e-09,
ksweep_k4,o4mix,pair0.5,0.5,19,4,4,2.11131112592966e-12,8.133452800151986e-09,2.1906914273506217e-05,
