experiment,outcome,triple,n,data_hash,khat_blocked,ub_blocked,khat_row,ub_row,rem1_row_p,rem2_row_p,khat_nid,khat_pairwise,khat_cv1se_blocked
extensions_vdem,upturn,navco,7944,6037029901b51c73af155f1494aa9f20b52ec830bd8d2632b0d7cf187db9b11a,1,0.01552786876082729,1,0.007158180078834786,0.6920093092821711,0.605558846162388,2,2,1
extensions_vdem,upturn,party,8346,7579a346aa7eaef1eaf23e3aaed0970cdd839b0dc72ecc4f20c0a648cfc99e1f,1,0.013033575780035628,1,0.010442620661162248,0.4327569620734739,0.9049085698612397,2,2,1
extensions_vdem,upturn,antimv,9047,a1fedc17eafc75f9e8dc776535217fbee9c017917400db9d52bba770e2abc308,1,0.010957064673090346,1,0.007980841774562306,0.41510923954302537,0.6729094586444562,2,2,1
extensions_vdem,downturn,navco,7944,7d65a345f32015f47bbe500e097c4f3b8662f4a16d2331c46d16ce0bce9c84fb,1,0.004256692118057407,1,0.0049831860952161515,0.700222848795331,0.7491009722990314,2,2,1
extensions_vdem,downturn,party,8346,ab0adab9691ea8e7240a016f6c708ae9d8ff124421ec770b34b050aa85431153,1,0.030048457846888903,1,0.01627379250632279,0.6665978872342708,0.6860431856586084,2,2,1
extensions_vdem,downturn,antimv,9047,b7a6ad8c7d40cdcf58d11a81594ada0604464cf60b18c11401779e2380ce250d,1,-0.004611398064806238,1,0.006561172691137776,0.7456426574013459,0.9330765119259745,2,2,1
