experiment,sigma,rep,data_seed,data_hash,khat_ordersweep,khat_cv1se,rem1_p,rem2_p,rem2_mean,ub_cert,cv_mse_gap23,cv_1se_margin,cv_1se_cutoff
discriminator_power,2.5,18,658345339,0df05963b7a59e6290450703f0aae0a3f77806af4febc98ea46e64ba4f740f4d,3,2,2.304439639111422e-09,0.01789057360570845,0.001660830356814591,,0.01471401897516511,0.05729286985311506,6.283083878765946
discriminator_power,2.5,19,658346316,d3a9c3e632647abf793d71097eb9ea121aff6fd8f91ef68b06d9f5e7816538d1,3,2,5.454379170544144e-10,0.015210691878880467,0.0019108464870730701,,0.014089890587078102,0.06628530377946178,6.291775839512595
discriminator_power,3.0,0,3116774340,36dcb8e864e3ea2ccea835c0b7010a22874188c15a8d3ec3389a378b9c810552,2,2,2.962032841224982e-10,0.12810520262221492,0.0009458287312576807,0.0025830942434715834,0.01177589298636228,0.11180581763490349,9.135111298741263
discriminator_power,3.0,1,3116775317,57b718cdb9d9f900023c50b663376a0862078ccd2ac41f7989af8d9e2082a707,2,2,3.651701940832197e-09,0.11128216425441784,0.0010040326115610676,0.00261508928037341,0.015347156789353278,0.07485191465225846,9.111389615029635
discriminator_power,3.0,2,3116776294,d25ed950a0d1536f28715ad554f026efe0a5073c5fc075d9bd97b6b9a2b8e988,3,2,1.0092641167247507e-09,0.0018868092434335404,0.002137902869638053,,0.026274947102431057,0.10647864370989425,9.198023733058896
discriminator_power,3.0,3,3116777271,6726de36961b0bce4659de5a16a48056c123ba883e53801dd0d66e385748d684,3,2,5.938541514094453e-08,0.01693465989380516,0.0015563108215261522,,0.014762884172723645,0.05505648355542883,9.041524464588997
discriminator_power,3.0,4,3116778248,fb5ecdeaa066eaa1084c3c4bce8fb653ece6cbce789770588ed5f158dd5d5e13,3,2,1.6961581328356345e-07,0.022868208813516366,0.0016304649382161474,,0.015679383979373185,0.11518156069377113,9.147598181128616
discriminator_power,3.0,5,3116779225,931170f85f45ebf9b5d9779425d858ab90242b7ebf2be10d7d215930714fbaa8,3,2,3.7315261991466286e-11,0.019214993310488704,0.00227146275277057,,0.020393896127615108,0.03037935317124411,8.918831450696123
discriminator_power,3.0,6,3116780202,d8ca92c8e10e4940dc8dfec41f751a8b4d05341def2fb8c489da5ace2617a587,2,2,3.9395087192417577e-10,0.054870442757670945,0.0013036471412325112,0.002861257380045219,0.01338590869238132,0.06689948747468309,8.98165456904701
discriminator_power,3.0,7,3116781179,10142044b1adf05543a0e88a574a72e0795874091ea9a770d61ad7cb58ba06fe,3,2,5.527698165863626e-08,0.01226750525389142,0.0015735721544664406,,0.014710498113416293,0.11203085110027065,9.134355518659653
discriminator_power,3.0,8,3116782156,0330caf4ba8c4199145c5a10d02d8da3d386b9652bb4ab23b3d3b7f1cfd5dd6e,3,2,3.5861980052231957e-10,0.014134840930416837,0.0013166054511751235,,0.01440411255102525,0.09681668564027227,9.053870476284677
discriminator_power,3.0,9,3116783133,d04e9e697ae2a459abc5e37b2899f2c4aefb5072b7a0bbefe6da8e09a3fb8fef,2,2,1.7664979479192766e-09,0.05764804048313432,0.0011022894124323667,0.0024667086793521676,0.008504135588227157,0.03641946900149564,9.14919169574453
discriminator_power,3.0,10,3116784110,a46cc79ad6da0c510ddc3a5526d2a959db7e98db8f1517b21a313ae0ba3d30cf,3,2,2.1828613361307703e-09,0.025290943122472265,0.0010650103857406056,,0.016136048177450846,0.09246551982914897,9.195437056768844
discriminator_power,3.0,11,3116785087,225f3b3f43236f7a17854f19f008724af51a3ae3bc64e5ed57a824f5ba99999f,3,2,2.2748185557475153e-09,0.012509467383298944,0.0015288151254339356,,0.016366422003363468,0.06812934959921295,9.006086177491849
discriminator_power,3.0,12,3116786064,070515f1d827f4f47b98335af4f187e65ec32af7195206bdd0cba7fbc4eb7e91,3,2,2.377853247637063e-09,0.04442814087714597,0.0013709424752807009,,0.012044501254449003,0.07873492389571851,9.064160980472726
discriminator_power,3.0,13,3116787041,7bbd391588a18c69a296c984c26866f8e4c2c95add845b735a4d3dbea2fd3300,3,2,3.2990166154434064e-11,0.024750863336996387,0.0013815262198576428,,0.018773102333939917,0.11370048360582438,9.156763786308339
discriminator_power,3.0,14,3116788018,615ebefd9ec9a4302851be38d692b332ccf776fc6f135cecdd4656191b19eb06,3,2,5.229185973121275e-10,0.011117932246759388,0.0011984221694288366,,0.015175070726957784,0.08563750136635484,9.018412023706619
discriminator_power,3.0,15,3116788995,b95e406e79400ec32e2a5310b49fab906dfcd6fc348a145c511377a09ee6820a,3,2,5.9591109824452815e-09,0.02292436904187345,0.001714943840244987,,0.01901796247229015,0.07160881125235703,9.065373560964764
discriminator_power,3.0,16,3116789972,a38457e8de31f0df0431b60735575c1b7923a0b2b18b5dfc546b9aafe335adb3,3,2,1.0045686837933943e-08,0.02333183426075125,0.0013043805372610628,,0.02081981817489087,0.03762205320817123,9.105598842330288
discriminator_power,3.0,17,3116790949,6411195624e9ee5b90bd91e81e9ad22b85fd084eb36f779b4eb139b984ecb477,2,2,4.281528925842437e-07,0.25366161015123856,0.0004065932473722222,0.0016934339682109834,0.006757455351630526,0.08071995450489618,9.101688971864599
discriminator_power,3.0,18,3116791926,220917c186609e3e3a785bae57bb34049326a62176b4fd1e36597f895216a2ca,2,2,7.19028026008317e-08,0.2071245905894975,0.0008034696518533169,0.002730703385977938,0.015764735097617333,0.10753555187279323,9.156933236662868
discriminator_power,3.0,19,3116792903,b85ff6808ddfa3d71f632322cc1c250afeff9369ffb02c570f5df8bdd70b858b,2,2,1.886682166052367e-08,0.05922053276840411,0.0013666497537479394,0.003021392502165959,0.016412010903822605,0.12241140982987306,8.980476232703227
